773;Werbrouck;1439
774;Dechamps;1437
774;Foucart;1437
776;Thielemans;1436
777;Meuleman;1434
778;Paul;1433
779;Coomans;1432
779;Dewit;1432
781;Lardinois;1431
781;Vuylsteke;1431
783;Devriese;1430
784;Claerhout;1429
784;Roelants;1429
784;Windels;1429
787;Vanherck;1427
788;Duvivier;1426
789;Herremans;1425
790;Denayer;1421
790;Frans;1421
790;Hasan;1421
790;Hendriks;1421
794;Degraeve;1420
794;Li;1420
796;Alexandre;1419
796;Konings;1419
798;Renson;1415
798;Wagemans;1415
800;Van Droogenbroeck;1411
801;Decorte;1409
802;Spruyt;1407
803;Schelfhout;1406
804;Verlinde;1403
805;Landuyt;1402
806;Doms;1401
807;Keppens;1396
807;Mohamed;1396
807;Steegmans;1396
810;Bellemans;1392
811;Vanhecke;1391
812;Bastiaens;1390
812;Vanacker;1390
814;De Winne;1389
814;Voets;1389
816;Cornelissen;1388
816;Snoeck;1388
818;Geldhof;1386
818;Seys;1386
818;Van de Vyver;1386
821;Van den Heuvel;1385
822;Crombez;1384
823;Neyt;1383
824;Verhaert;1382
825;Van De Velde;1381
826;Adriaens;1379
827;Dams;1378
828;De Buck;1374
828;Heirman;1374
830;Doyen;1373
830;Geurts;1373
830;Van der Borght;1373
833;Sauvage;1372
833;Van Kerckhoven;1372
835;Vangeel;1371
836;Klein;1370
837;Liégeois;1369
837;Wils;1369
839;Bauduin;1368
840;Huart;1367
840;Rogge;1367
842;Billiet;1363
842;Daenen;1363
842;Vilain;1363
845;Bailly;1362
846;Dieu;1361
846;Romain;1361
848;Berisha;1359
848;Vergote;1359
848;Winters;1359
851;Morel;1357
852;Gabriel;1356
852;Wille;1356
854;Balcaen;1355
855;Volckaert;1352
856;Hoornaert;1351
857;Demol;1350
858;Buyle;1349
858;De Wever;1349
858;Truyens;1349
861;Pelgrims;1347
862;Berckmans;1346
862;De Geest;1346
862;Godfroid;1346
862;Pierard;1346
866;De Man;1344
866;Ibrahim;1344
868;Carton;1343
868;Mahy;1343
868;Van Reeth;1343
871;Hendrix;1342
871;Russo;1342
873;Minet;1341
873;Van Malderen;1341
875;Hofmans;1340
876;Coopman;1339
877;Glorieux;1337
878;Vanhaverbeke;1336
879;Duyck;1335
880;Bex;1334
880;Delrue;1334
882;Camps;1333
882;Lannoo;1333
884;De Maesschalck;1332
885;Vancoillie;1331
886;Geukens;1329
887;Duchesne;1327
887;Mathy;1327
889;De Keyzer;1326
889;Nagels;1326
891;Provoost;1324
892;Englebert;1322
892;Kerremans;1322
894;Salmon;1320
895;Blanckaert;1318
896;Bergmans;1317
896;Peetermans;1317
896;Van Eynde;1317
899;Benali;1316
899;Van Bael;1316
901;Motte;1313
902;Tytgat;1310
902;Vleminckx;1310
904;Bielen;1309
905;Coucke;1304
905;De Zutter;1304
905;Struyf;1304
908;Dries;1301
908;Soete;1301
910;Dubuisson;1300
911;Vanhees;1299
912;Caudron;1298
913;Danneels;1297
914;Blockx;1296
914;Sonck;1296
914;Van Nieuwenhove;1296
917;De Geyter;1294
918;Saenen;1293
919;Bovy;1292
919;Courtois;1292
919;Reniers;1292
922;Caers;1290
922;Mannaerts;1290
924;Jaspers;1289
925;Zhang;1288
926;Ledoux;1286
927;Vyncke;1285
928;Van Buggenhout;1282
929;Strobbe;1281
930;Poels;1276
931;Van den Abeele;1273
931;Vervloet;1273
933;Van Vooren;1270
934;Audenaert;1269
934;Gilbert;1269
936;Embrechts;1267
936;Moulin;1267
938;Van Aken;1266
939;Anciaux;1265
939;Briers;1265
939;Burton;1265
942;Gaspard;1263
943;Biesmans;1262
943;Masset;1262
945;De Temmerman;1261
945;Lens;1261
947;Debroux;1260
948;Van Cauter;1259
948;Verbeek;1259
950;Ryckaert;1258
951;De Prins;1257
